	Classifier	Labeling Scheme	Prior	Feature Scheme	Deconvolver	Calibrator	method	method_key	pseudobulk_r2	tcs	tcs_per_sample	rank_pseudobulk	rank_tcs	avg_rank	rank_r2	rank_cosine_sim	rank_mse	rank_mae	rank_kl	rank_max_error	rank_loa_width	rank_worst_class_loa_width
86	dismir	hard_labels		diagbckg	swn	linear_simplex_projection	dismir / hard_labels / diagbckg / swn / linear_simplex_projection	dismir|hard_labels||diagbckg|swn|linear_simplex_projection	0.9794732836853818	0.6920570000852393	0.6804665384615385	144.0	79.0	111.5	144.0	156.0	144.0	128.0	201.0	217.0	144.0	209.0
85	cancerdetector		train_freq_prior	top156	mlp	uncalibrated	cancerdetector / train_freq_prior / top156 / mlp / uncalibrated	cancerdetector||train_freq_prior|top156|mlp|uncalibrated	0.979082433271408	0.6936114898550142	0.6874815380937014	151.0	72.0	111.5	151.0	200.0	151.0	149.0	75.0	130.0	151.0	107.0
84	dismir	soft_labels_without_pooling		top156	xgb	vector_scaling	dismir / soft_labels_without_pooling / top156 / xgb / vector_scaling	dismir|soft_labels_without_pooling||top156|xgb|vector_scaling	0.9750552420295132	0.7254349749590714	0.7174219230769231	214.0	9.0	111.5	214.0	240.0	214.0	216.0	20.0	244.0	214.0	247.0
88	dismir	hard_labels		diagbckg	swn	uncalibrated	dismir / hard_labels / diagbckg / swn / uncalibrated	dismir|hard_labels||diagbckg|swn|uncalibrated	0.9786256617977156	0.6951156950753312	0.6834638459899275	156.0	68.0	112.0	156.0	171.0	156.0	82.0	22.0	223.0	156.0	214.0
87	dismir	soft_labels_without_pooling		top156	psls	uncalibrated	dismir / soft_labels_without_pooling / top156 / psls / uncalibrated	dismir|soft_labels_without_pooling||top156|psls|uncalibrated	0.9803274484511604	0.6834242317744672	0.6738303846153846	125.0	99.0	112.0	125.0	80.0	125.0	67.0	131.0	227.0	125.0	228.0
89	dismir	hard_labels		top156	xgb	linear_simplex_projection	dismir / hard_labels / top156 / xgb / linear_simplex_projection	dismir|hard_labels||top156|xgb|linear_simplex_projection	0.9773103878220638	0.7073160972251501	0.6959561538461538	184.0	41.0	112.5	184.0	87.0	184.0	41.0	122.0	234.0	184.0	200.0
90	dismir	hard_labels		diagbckg	psls	linear_clip_normalize	dismir / hard_labels / diagbckg / psls / linear_clip_normalize	dismir|hard_labels||diagbckg|psls|linear_clip_normalize	0.983764952139134	0.6621274464228923	0.6466515384615386	53.0	173.0	113.0	53.0	37.0	53.0	57.0	96.0	137.0	53.0	127.0
91	dismir	hard_labels		top156	psls	linear_clip_normalize	dismir / hard_labels / top156 / psls / linear_clip_normalize	dismir|hard_labels||top156|psls|linear_clip_normalize	0.9837599251167772	0.6621166126258149	0.646635	54.0	174.0	114.0	54.0	38.0	54.0	58.0	98.0	135.0	54.0	128.0
92	cancerdetector		uniform_prior	top156	psls	linear_clip_normalize	cancerdetector / uniform_prior / top156 / psls / linear_clip_normalize	cancerdetector||uniform_prior|top156|psls|linear_clip_normalize	0.9868623675587782	0.641340431095511	0.6332123076923077	16.0	215.0	115.5	16.0	14.0	16.0	17.0	58.0	22.0	16.0	39.0
93	cancerdetector		train_freq_prior	top156	nnls	linear_clip_normalize	cancerdetector / train_freq_prior / top156 / nnls / linear_clip_normalize	cancerdetector||train_freq_prior|top156|nnls|linear_clip_normalize	0.984040711745099	0.6571662704308798	0.6499149999999999	48.0	184.0	116.0	48.0	19.0	48.0	64.0	108.0	44.0	48.0	79.0
95	dismir	soft_labels_with_pooling		top156	nnls	linear_clip_normalize	dismir / soft_labels_with_pooling / top156 / nnls / linear_clip_normalize	dismir|soft_labels_with_pooling||top156|nnls|linear_clip_normalize	0.986384951948504	0.642348810234722	0.6307942307692308	21.0	213.0	117.0	21.0	7.0	21.0	19.0	61.0	69.0	21.0	47.0
94	dismir	hard_labels		top156	xgb	vector_scaling	dismir / hard_labels / top156 / xgb / vector_scaling	dismir|hard_labels||top156|xgb|vector_scaling	0.9760195854400396	0.7119998123344566	0.7002934615384615	204.0	30.0	117.0	204.0	213.0	204.0	213.0	15.0	207.0	204.0	145.0
97	cancerdetector		uniform_prior	top156	xgb	linear_clip_normalize	cancerdetector / uniform_prior / top156 / xgb / linear_clip_normalize	cancerdetector||uniform_prior|top156|xgb|linear_clip_normalize	0.9766659997653994	0.7079071674744601	0.6985238448018207	195.0	40.0	117.5	195.0	59.0	195.0	88.0	89.0	245.0	195.0	177.0
96	lookup	soft_labels_with_pooling		top156	swn	vector_scaling	lookup / soft_labels_with_pooling / top156 / swn / vector_scaling	lookup|soft_labels_with_pooling||top156|swn|vector_scaling	0.9773286987460434	0.7021958488902637	0.6887515384615385	183.0	52.0	117.5	183.0	216.0	183.0	209.0	55.0	146.0	183.0	254.0
98	dismir	hard_labels		diagbckg	nnls	linear_clip_normalize	dismir / hard_labels / diagbckg / nnls / linear_clip_normalize	dismir|hard_labels||diagbckg|nnls|linear_clip_normalize	0.9841770760545284	0.6560648513146908	0.6402180769230769	46.0	191.0	118.5	46.0	33.0	46.0	50.0	77.0	129.0	46.0	104.0
99	dismir	canonical_soft_labels		diagbckg	xgb	linear_simplex_projection	dismir / canonical_soft_labels / diagbckg / xgb / linear_simplex_projection	dismir|canonical_soft_labels||diagbckg|xgb|linear_simplex_projection	0.9775590426722108	0.6958977880897396	0.6842773076923078	174.0	65.0	119.5	174.0	81.0	174.0	66.0	114.0	175.0	174.0	159.0
100	dismir	soft_labels_without_pooling		top156	xgb	linear_clip_normalize	dismir / soft_labels_without_pooling / top156 / xgb / linear_clip_normalize	dismir|soft_labels_without_pooling||top156|xgb|linear_clip_normalize	0.9739834016169916	0.7212546960796313	0.713276539725652	225.0	15.0	120.0	225.0	141.0	225.0	105.0	86.0	243.0	225.0	267.0
101	methylbert	soft_labels_without_pooling		top156	psls	linear_clip_normalize	methylbert / soft_labels_without_pooling / top156 / psls / linear_clip_normalize	methylbert|soft_labels_without_pooling||top156|psls|linear_clip_normalize	0.982559297000932	0.6661310099478934	0.655195	82.0	160.0	121.0	82.0	40.0	82.0	93.0	194.0	138.0	82.0	99.0
102	dismir	hard_labels		diagbckg	swn	vector_scaling	dismir / hard_labels / diagbckg / swn / vector_scaling	dismir|hard_labels||diagbckg|swn|vector_scaling	0.9778444595289544	0.6943264381855573	0.6828334615384615	172.0	71.0	121.5	172.0	207.0	172.0	157.0	13.0	206.0	172.0	190.0
103	dismir	hard_labels		diagbckg	xgb	linear_simplex_projection	dismir / hard_labels / diagbckg / xgb / linear_simplex_projection	dismir|hard_labels||diagbckg|xgb|linear_simplex_projection	0.9765897981824097	0.7037961046350992	0.6921573076923077	197.0	47.0	122.0	197.0	82.0	197.0	61.0	139.0	231.0	197.0	172.0
104	dismir	soft_labels_with_pooling		top156	nnls	vector_scaling	dismir / soft_labels_with_pooling / top156 / nnls / vector_scaling	dismir|soft_labels_with_pooling||top156|nnls|vector_scaling	0.9838973132214656	0.6542890149270473	0.6419188461538461	50.0	196.0	123.0	50.0	118.0	50.0	134.0	28.0	7.0	50.0	9.0
106	methylbert	canonical_soft_labels		top156	psls	linear_simplex_projection	methylbert / canonical_soft_labels / top156 / psls / linear_simplex_projection	methylbert|canonical_soft_labels||top156|psls|linear_simplex_projection	0.9876851201881738	0.6176072220370314	0.6044380769230769	9.0	238.0	123.5	9.0	20.0	9.0	24.0	180.0	16.0	9.0	2.0
105	cancerdetector		train_freq_prior	top156	psls	uncalibrated	cancerdetector / train_freq_prior / top156 / psls / uncalibrated	cancerdetector||train_freq_prior|top156|psls|uncalibrated	0.9841311782241052	0.6530689025169166	0.6444592307692307	47.0	200.0	123.5	47.0	31.0	47.0	30.0	72.0	98.0	47.0	84.0
108	methylbert	soft_labels_with_pooling		top156	psls	uncalibrated	methylbert / soft_labels_with_pooling / top156 / psls / uncalibrated	methylbert|soft_labels_with_pooling||top156|psls|uncalibrated	0.9798861183349042	0.6758383419938149	0.666856923076923	132.0	118.0	125.0	132.0	113.0	132.0	55.0	160.0	198.0	132.0	232.0
109	cancerdetector		train_freq_prior	top156	swn	uncalibrated	cancerdetector / train_freq_prior / top156 / swn / uncalibrated	cancerdetector||train_freq_prior|top156|swn|uncalibrated	0.9802211467677368	0.6752821747845923	0.6688638467100994	127.0	123.0	125.0	127.0	105.0	127.0	65.0	31.0	51.0	127.0	181.0
107	dismir	soft_labels_with_pooling		top156	psls	vector_scaling	dismir / soft_labels_with_pooling / top156 / psls / vector_scaling	dismir|soft_labels_with_pooling||top156|psls|vector_scaling	0.9825844964685124	0.6637410467717538	0.6514257692307692	81.0	169.0	125.0	81.0	120.0	81.0	142.0	44.0	122.0	81.0	85.0
110	cancerdetector		uniform_prior	top156	mlp	linear_simplex_projection	cancerdetector / uniform_prior / top156 / mlp / linear_simplex_projection	cancerdetector||uniform_prior|top156|mlp|linear_simplex_projection	0.9802740854956724	0.6743315963619897	0.67142	126.0	126.0	126.0	126.0	158.0	126.0	114.0	261.0	201.0	126.0	146.0
112	dismir	hard_labels		diagbckg	xgb	vector_scaling	dismir / hard_labels / diagbckg / xgb / vector_scaling	dismir|hard_labels||diagbckg|xgb|vector_scaling	0.9750802694776136	0.7084710551124028	0.696466153846154	213.0	39.0	126.0	213.0	225.0	213.0	239.0	25.0	199.0	213.0	109.0
111	cancerdetector		train_freq_prior	top156	xgb	uncalibrated	cancerdetector / train_freq_prior / top156 / xgb / uncalibrated	cancerdetector||train_freq_prior|top156|xgb|uncalibrated	0.9732355891473864	0.714414956312825	0.705072307526699	232.0	20.0	126.0	232.0	106.0	232.0	171.0	92.0	251.0	232.0	220.0
113	dismir	soft_labels_with_pooling		top156	xgb	linear_simplex_projection	dismir / soft_labels_with_pooling / top156 / xgb / linear_simplex_projection	dismir|soft_labels_with_pooling||top156|xgb|linear_simplex_projection	0.9806680452291556	0.6690283422787259	0.6563988461538461	113.0	145.0	129.0	113.0	63.0	113.0	32.0	90.0	195.0	113.0	149.0
114	methylbert	canonical_soft_labels		top156	nnls	linear_simplex_projection	methylbert / canonical_soft_labels / top156 / nnls / linear_simplex_projection	methylbert|canonical_soft_labels||top156|nnls|linear_simplex_projection	0.9871204340063896	0.6111243094464621	0.5986238461538461	12.0	247.0	129.5	12.0	22.0	12.0	21.0	177.0	106.0	12.0	13.0
115	methylbert	soft_labels_with_pooling		top156	nnls	uncalibrated	methylbert / soft_labels_with_pooling / top156 / nnls / uncalibrated	methylbert|soft_labels_with_pooling||top156|nnls|uncalibrated	0.9816791395729584	0.6649128896179174	0.656725	94.0	166.0	130.0	94.0	73.0	94.0	49.0	144.0	171.0	94.0	196.0
116	lookup	soft_labels_with_pooling		top156	swn	linear_simplex_projection	lookup / soft_labels_with_pooling / top156 / swn / linear_simplex_projection	lookup|soft_labels_with_pooling||top156|swn|linear_simplex_projection	0.9774023998041356	0.6881704904958728	0.6766353846153846	177.0	85.0	131.0	177.0	172.0	177.0	122.0	235.0	216.0	177.0	271.0
117	dismir	soft_labels_without_pooling		top156	xgb	uncalibrated	dismir / soft_labels_without_pooling / top156 / xgb / uncalibrated	dismir|soft_labels_without_pooling||top156|xgb|uncalibrated	0.9708033620331116	0.720986597006923	0.7129888478560761	247.0	16.0	131.5	247.0	178.0	247.0	192.0	123.0	252.0	247.0	273.0
118	cancerdetector		uniform_prior	top156	psls	uncalibrated	cancerdetector / uniform_prior / top156 / psls / uncalibrated	cancerdetector||uniform_prior|top156|psls|uncalibrated	0.9843862743774644	0.6363427545801509	0.6271419230769231	43.0	223.0	133.0	43.0	28.0	43.0	26.0	64.0	58.0	43.0	88.0
119	dismir	canonical_soft_labels		diagbckg	xgb	vector_scaling	dismir / canonical_soft_labels / diagbckg / xgb / vector_scaling	dismir|canonical_soft_labels||diagbckg|xgb|vector_scaling	0.9751857294745768	0.7004907465039463	0.6885607692307691	212.0	55.0	133.5	212.0	235.0	212.0	243.0	17.0	147.0	212.0	82.0
120	dismir	hard_labels		top156	mlp	vector_scaling	dismir / hard_labels / top156 / mlp / vector_scaling	dismir|hard_labels||top156|mlp|vector_scaling	0.978940164418224	0.6767790978037843	0.6699769230769231	154.0	115.0	134.5	154.0	232.0	154.0	189.0	59.0	156.0	154.0	168.0
121	cancerdetector		uniform_prior	top156	nnls	linear_clip_normalize	cancerdetector / uniform_prior / top156 / nnls / linear_clip_normalize	cancerdetector||uniform_prior|top156|nnls|linear_clip_normalize	0.983154443917095	0.6476315026262078	0.6392926923076924	66.0	205.0	135.5	66.0	21.0	66.0	70.0	116.0	59.0	66.0	143.0
123	methylbert	soft_labels_with_pooling		top156	xgb	vector_scaling	methylbert / soft_labels_with_pooling / top156 / xgb / vector_scaling	methylbert|soft_labels_with_pooling||top156|xgb|vector_scaling	0.976450915096682	0.6933736096814853	0.686125	199.0	75.0	137.0	199.0	228.0	199.0	219.0	10.0	166.0	199.0	132.0
122	methylbert	soft_labels_without_pooling		top156	swn	uncalibrated	methylbert / soft_labels_without_pooling / top156 / swn / uncalibrated	methylbert|soft_labels_without_pooling||top156|swn|uncalibrated	0.9798672390073936	0.6696223262453173	0.659522692869247	133.0	141.0	137.0	133.0	152.0	133.0	120.0	56.0	143.0	133.0	141.0
124	dismir	hard_labels		top156	xgb	linear_clip_normalize	dismir / hard_labels / top156 / xgb / linear_clip_normalize	dismir|hard_labels||top156|xgb|linear_clip_normalize	0.973610604084756	0.7068123605188965	0.6954515381821971	231.0	43.0	137.0	231.0	100.0	231.0	106.0	93.0	249.0	231.0	216.0
125	methylbert	soft_labels_with_pooling		top156	xgb	linear_simplex_projection	methylbert / soft_labels_with_pooling / top156 / xgb / linear_simplex_projection	methylbert|soft_labels_with_pooling||top156|xgb|linear_simplex_projection	0.980944122726126	0.6640366902358195	0.6602673076923076	110.0	168.0	139.0	110.0	61.0	110.0	35.0	74.0	182.0	110.0	97.0
126	dismir	soft_labels_without_pooling		top156	mlp	uncalibrated	dismir / soft_labels_without_pooling / top156 / mlp / uncalibrated	dismir|soft_labels_without_pooling||top156|mlp|uncalibrated	0.9764086488091552	0.6901217466455418	0.6851784616050001	200.0	82.0	141.0	200.0	224.0	200.0	176.0	88.0	167.0	200.0	218.0
127	dismir	canonical_soft_labels		top156	xgb	linear_simplex_projection	dismir / canonical_soft_labels / top156 / xgb / linear_simplex_projection	dismir|canonical_soft_labels||top156|xgb|linear_simplex_projection	0.9793386185128596	0.6702325180415744	0.6596153846153846	146.0	137.0	141.5	146.0	74.0	146.0	45.0	87.0	178.0	146.0	151.0
128	lookup	soft_labels_without_pooling		top156	nnls	linear_simplex_projection	lookup / soft_labels_without_pooling / top156 / nnls / linear_simplex_projection	lookup|soft_labels_without_pooling||top156|nnls|linear_simplex_projection	0.9667271546141532	0.7183075189043423	0.7170526923076923	267.0	17.0	142.0	267.0	258.0	267.0	285.0	285.0	259.0	267.0	279.0
129	dismir	hard_labels		diagbckg	xgb	linear_clip_normalize	dismir / hard_labels / diagbckg / xgb / linear_clip_normalize	dismir|hard_labels||diagbckg|xgb|linear_clip_normalize	0.9723504660456116	0.7033101797908973	0.6916784611608396	238.0	48.0	143.0	238.0	94.0	238.0	145.0	124.0	248.0	238.0	183.0
130	cancerdetector		uniform_prior	top156	xgb	uncalibrated	cancerdetector / uniform_prior / top156 / xgb / uncalibrated	cancerdetector||uniform_prior|top156|xgb|uncalibrated	0.9731315402732034	0.6990493837423102	0.6887450002605942	233.0	57.0	145.0	233.0	97.0	233.0	172.0	100.0	247.0	233.0	194.0
131	dismir	hard_labels		top156	mlp	linear_simplex_projection	dismir / hard_labels / top156 / mlp / linear_simplex_projection	dismir|hard_labels||top156|mlp|linear_simplex_projection	0.9785064306073984	0.6714110509871994	0.6647492307692309	159.0	131.0	145.0	159.0	210.0	159.0	153.0	260.0	152.0	159.0	233.0
132	lookup	soft_labels_with_pooling		top156	mlp	vector_scaling	lookup / soft_labels_with_pooling / top156 / mlp / vector_scaling	lookup|soft_labels_with_pooling||top156|mlp|vector_scaling	0.9754691905199364	0.6915648246992887	0.6846638461538462	211.0	80.0	145.5	211.0	247.0	211.0	228.0	109.0	164.0	211.0	253.0
133	dismir	soft_labels_with_pooling		top156	psls	uncalibrated	dismir / soft_labels_with_pooling / top156 / psls / uncalibrated	dismir|soft_labels_with_pooling||top156|psls|uncalibrated	0.9813715851970044	0.6557486594359956	0.6438265384615385	100.0	192.0	146.0	100.0	62.0	100.0	54.0	115.0	188.0	100.0	205.0
134	dismir	canonical_soft_labels		diagbckg	xgb	linear_clip_normalize	dismir / canonical_soft_labels / diagbckg / xgb / linear_clip_normalize	dismir|canonical_soft_labels||diagbckg|xgb|linear_clip_normalize	0.9736809700843962	0.6955380210633877	0.683923845988857	229.0	66.0	147.5	229.0	90.0	229.0	151.0	97.0	214.0	229.0	178.0
135	methylbert	canonical_soft_labels		top156	psls	linear_clip_normalize	methylbert / canonical_soft_labels / top156 / psls / linear_clip_normalize	methylbert|canonical_soft_labels||top156|psls|linear_clip_normalize	0.9849191774188348	0.6049219807491361	0.5923192307692309	37.0	258.0	147.5	37.0	30.0	37.0	83.0	176.0	15.0	37.0	18.0
136	dismir	hard_labels		top156	xgb	uncalibrated	dismir / hard_labels / top156 / xgb / uncalibrated	dismir|hard_labels||top156|xgb|uncalibrated	0.9699191916349742	0.706525089059916	0.6951576922346037	252.0	44.0	148.0	252.0	139.0	252.0	199.0	120.0	257.0	252.0	225.0
137	dismir	soft_labels_with_pooling		top156	nnls	uncalibrated	dismir / soft_labels_with_pooling / top156 / nnls / uncalibrated	dismir|soft_labels_with_pooling||top156|nnls|uncalibrated	0.9822749314087466	0.6438097903366182	0.6321669230769231	87.0	211.0	149.0	87.0	39.0	87.0	63.0	126.0	174.0	87.0	179.0
138	Celfie					vector_scaling	Celfie / vector_scaling	celfie|||||vector_scaling	0.9635550868181862	0.7220204637654729	0.7158435296866071	285.0	13.0	149.0	285.0	305.0	285.0	306.0	220.0	119.0	285.0	137.0
139	methylbert	canonical_soft_labels		top156	swn	vector_scaling	methylbert / canonical_soft_labels / top156 / swn / vector_scaling	methylbert|canonical_soft_labels||top156|swn|vector_scaling	0.9821579724375664	0.6441188076975395	0.627941923076923	90.0	210.0	150.0	90.0	163.0	90.0	170.0	52.0	49.0	90.0	53.0
140	methylbert	soft_labels_without_pooling		top156	nnls	linear_clip_normalize	methylbert / soft_labels_without_pooling / top156 / nnls / linear_clip_normalize	methylbert|soft_labels_without_pooling||top156|nnls|linear_clip_normalize	0.9804408533761014	0.6586523796358668	0.6488746153846154	120.0	180.0	150.0	120.0	56.0	120.0	136.0	206.0	142.0	120.0	153.0
141	methylbert	canonical_soft_labels		diagbckg	nnls	linear_simplex_projection	methylbert / canonical_soft_labels / diagbckg / nnls / linear_simplex_projection	methylbert|canonical_soft_labels||diagbckg|nnls|linear_simplex_projection	0.9868094402971151	0.5505825151259623	0.5362803846153845	18.0	283.0	150.5	18.0	29.0	18.0	29.0	182.0	54.0	18.0	22.0
142	methylbert	canonical_soft_labels		top156	nnls	vector_scaling	methylbert / canonical_soft_labels / top156 / nnls / vector_scaling	methylbert|canonical_soft_labels||top156|nnls|vector_scaling	0.9830870074970576	0.6264060172383212	0.6104503846153846	69.0	234.0	151.5	69.0	150.0	69.0	182.0	140.0	25.0	69.0	7.0
143	dismir	canonical_soft_labels		diagbckg	psls	linear_simplex_projection	dismir / canonical_soft_labels / diagbckg / psls / linear_simplex_projection	dismir|canonical_soft_labels||diagbckg|psls|linear_simplex_projection	0.9781010086608808	0.670151564523591	0.656756923076923	165.0	138.0	151.5	165.0	233.0	165.0	116.0	238.0	303.0	165.0	287.0
144	cancerdetector		uniform_prior	top156	swn	uncalibrated	cancerdetector / uniform_prior / top156 / swn / uncalibrated	cancerdetector||uniform_prior|top156|swn|uncalibrated	0.9805007391709556	0.6567059254658996	0.6489584610395606	117.0	187.0	152.0	117.0	110.0	117.0	62.0	34.0	93.0	117.0	215.0
145	lookup	soft_labels_without_pooling		top156	nnls	vector_scaling	lookup / soft_labels_without_pooling / top156 / nnls / vector_scaling	lookup|soft_labels_without_pooling||top156|nnls|vector_scaling	0.9545518529588478	0.7727869481312041	0.7657061538461539	303.0	1.0	152.0	303.0	314.0	303.0	315.0	281.0	133.0	303.0	163.0
146	dismir	soft_labels_with_pooling		top156	xgb	vector_scaling	dismir / soft_labels_with_pooling / top156 / xgb / vector_scaling	dismir|soft_labels_with_pooling||top156|xgb|vector_scaling	0.9773790615357516	0.6736093333078064	0.660745	180.0	127.0	153.5	180.0	208.0	180.0	204.0	11.0	165.0	180.0	69.0
147	methylbert	canonical_soft_labels		top156	psls	vector_scaling	methylbert / canonical_soft_labels / top156 / psls / vector_scaling	methylbert|canonical_soft_labels||top156|psls|vector_scaling	0.982844896606184	0.6292697477008016	0.6137600000000001	78.0	230.0	154.0	78.0	138.0	78.0	173.0	113.0	10.0	78.0	25.0
148	dismir	hard_labels		diagbckg	xgb	uncalibrated	dismir / hard_labels / diagbckg / xgb / uncalibrated	dismir|hard_labels||diagbckg|xgb|uncalibrated	0.9682010458059002	0.7029891907313631	0.6913592302345091	258.0	50.0	154.0	258.0	130.0	258.0	233.0	147.0	255.0	258.0	210.0
149	dismir	hard_labels		top156	mlp	linear_clip_normalize	dismir / hard_labels / top156 / mlp / linear_clip_normalize	dismir|hard_labels||top156|mlp|linear_clip_normalize	0.977398819429422	0.6713344592436614	0.6647188452754701	178.0	132.0	155.0	178.0	220.0	178.0	180.0	191.0	153.0	178.0	226.0
150	cancerdetector		uniform_prior	top156	mlp	linear_clip_normalize	cancerdetector / uniform_prior / top156 / mlp / linear_clip_normalize	cancerdetector||uniform_prior|top156|mlp|linear_clip_normalize	0.979263830724825	0.6651766755448876	0.6618757680289349	147.0	163.0	155.0	147.0	167.0	147.0	140.0	187.0	196.0	147.0	144.0
151	lookup	soft_labels_without_pooling		top156	swn	vector_scaling	lookup / soft_labels_without_pooling / top156 / swn / vector_scaling	lookup|soft_labels_without_pooling||top156|swn|vector_scaling	0.951283992382522	0.7495925365242709	0.7453380769230769	306.0	5.0	155.5	306.0	313.0	306.0	312.0	295.0	192.0	306.0	240.0
152	lookup	soft_labels_without_pooling		top156	psls	vector_scaling	lookup / soft_labels_without_pooling / top156 / psls / vector_scaling	lookup|soft_labels_without_pooling||top156|psls|vector_scaling	0.9491287089053384	0.7638584499115328	0.7571488461538461	309.0	2.0	155.5	309.0	318.0	309.0	319.0	294.0	256.0	309.0	290.0
153	dismir	canonical_soft_labels		top156	mlp	linear_simplex_projection	dismir / canonical_soft_labels / top156 / mlp / linear_simplex_projection	dismir|canonical_soft_labels||top156|mlp|linear_simplex_projection	0.9794664069208232	0.663546415425269	0.65213	145.0	170.0	157.5	145.0	193.0	145.0	118.0	219.0	270.0	145.0	108.0
154	dismir	canonical_soft_labels		top156	nnls	linear_simplex_projection	dismir / canonical_soft_labels / top156 / nnls / linear_simplex_projection	dismir|canonical_soft_labels||top156|nnls|linear_simplex_projection	0.9761271359807264	0.6774909980459737	0.6670896153846153	202.0	113.0	157.5	202.0	256.0	202.0	130.0	229.0	336.0	202.0	304.0
155	dismir	canonical_soft_labels		top156	xgb	vector_scaling	dismir / canonical_soft_labels / top156 / xgb / vector_scaling	dismir|canonical_soft_labels||top156|xgb|vector_scaling	0.9767653328172508	0.6749427207783316	0.6640569230769231	192.0	125.0	158.5	192.0	222.0	192.0	227.0	12.0	124.0	192.0	77.0
157	cancerdetector		train_freq_prior	top156	nnls	uncalibrated	cancerdetector / train_freq_prior / top156 / nnls / uncalibrated	cancerdetector||train_freq_prior|top156|nnls|uncalibrated	0.9806589471247688	0.6482791729690589	0.6399673076923077	114.0	204.0	159.0	114.0	46.0	114.0	148.0	166.0	107.0	114.0	139.0
156	dismir	canonical_soft_labels		diagbckg	nnls	linear_simplex_projection	dismir / canonical_soft_labels / diagbckg / nnls / linear_simplex_projection	dismir|canonical_soft_labels||diagbckg|nnls|linear_simplex_projection	0.9797941366257849	0.657645863898668	0.643541153846154	136.0	182.0	159.0	136.0	212.0	136.0	95.0	225.0	304.0	136.0	275.0
158	methylbert	canonical_soft_labels		top156	nnls	linear_clip_normalize	methylbert / canonical_soft_labels / top156 / nnls / linear_clip_normalize	methylbert|canonical_soft_labels||top156|nnls|linear_clip_normalize	0.9837247156394178	0.5934525774323025	0.5816742307692307	55.0	265.0	160.0	55.0	35.0	55.0	94.0	188.0	73.0	55.0	46.0
159	methylbert	canonical_soft_labels		diagbckg	psls	linear_simplex_projection	methylbert / canonical_soft_labels / diagbckg / psls / linear_simplex_projection	methylbert|canonical_soft_labels||diagbckg|psls|linear_simplex_projection	0.986601024308086	0.5111037646731131	0.4958569230769231	20.0	301.0	160.5	20.0	34.0	20.0	38.0	189.0	61.0	20.0	27.0
160	dismir	canonical_soft_labels		diagbckg	xgb	uncalibrated	dismir / canonical_soft_labels / diagbckg / xgb / uncalibrated	dismir|canonical_soft_labels||diagbckg|xgb|uncalibrated	0.9694516044598344	0.6951962165789081	0.6835792312439968	254.0	67.0	160.5	254.0	134.0	254.0	237.0	132.0	237.0	254.0	192.0
161	methylbert	hard_labels		top156	psls	linear_simplex_projection	methylbert / hard_labels / top156 / psls / linear_simplex_projection	methylbert|hard_labels||top156|psls|linear_simplex_projection	0.985412564321376	0.5257553671659034	0.5107096153846153	30.0	292.0	161.0	30.0	55.0	30.0	46.0	209.0	91.0	30.0	59.0
162	dismir	canonical_soft_labels		top156	nnls	vector_scaling	dismir / canonical_soft_labels / top156 / nnls / vector_scaling	dismir|canonical_soft_labels||top156|nnls|vector_scaling	0.9661020828716184	0.7026188192321847	0.6906438461538462	272.0	51.0	161.5	272.0	301.0	272.0	283.0	331.0	340.0	272.0	298.0
163	dismir	soft_labels_with_pooling		top156	xgb	linear_clip_normalize	dismir / soft_labels_with_pooling / top156 / xgb / linear_clip_normalize	dismir|soft_labels_with_pooling||top156|xgb|linear_clip_normalize	0.9774028420149322	0.6688940779418842	0.6562588463624145	176.0	148.0	162.0	176.0	72.0	176.0	90.0	70.0	226.0	176.0	169.0
165	lookup	soft_labels_without_pooling		top156	mlp	vector_scaling	lookup / soft_labels_without_pooling / top156 / mlp / vector_scaling	lookup|soft_labels_without_pooling||top156|mlp|vector_scaling	0.9271902958941048	0.7544008261887544	0.7482376923076923	322.0	3.0	162.5	322.0	324.0	322.0	324.0	310.0	278.0	322.0	285.0
164	methylbert	canonical_soft_labels		top156	swn	linear_simplex_projection	methylbert / canonical_soft_labels / top156 / swn / linear_simplex_projection	methylbert|canonical_soft_labels||top156|swn|linear_simplex_projection	0.9809928321035246	0.6404301931405051	0.6247261538461538	109.0	216.0	162.5	109.0	137.0	109.0	144.0	253.0	115.0	109.0	111.0
166	methylbert	canonical_soft_labels		top156	swn	linear_clip_normalize	methylbert / canonical_soft_labels / top156 / swn / linear_clip_normalize	methylbert|canonical_soft_labels||top156|swn|linear_clip_normalize	0.9813723366118896	0.6314337684303575	0.6160515375981607	99.0	228.0	163.5	99.0	133.0	99.0	150.0	168.0	97.0	99.0	80.0
167	dismir	hard_labels		diagbckg	nnls	vector_scaling	dismir / hard_labels / diagbckg / nnls / vector_scaling	dismir|hard_labels||diagbckg|nnls|vector_scaling	0.979627066779678	0.6565459803009593	0.639718076923077	142.0	188.0	165.0	142.0	196.0	142.0	200.0	178.0	88.0	142.0	63.0
169	dismir	soft_labels_with_pooling		top156	mlp	vector_scaling	dismir / soft_labels_with_pooling / top156 / mlp / vector_scaling	dismir|soft_labels_with_pooling||top156|mlp|vector_scaling	0.9822765508417632	0.6124656614938736	0.6014669230769231	86.0	245.0	165.5	86.0	160.0	86.0	109.0	43.0	100.0	86.0	135.0
